Mod:Item:MetaData, Localized Name
survivalist:nugget:1, Copper Nugget
survivalist:nugget:2, Tin Nugget
survivalist:nugget:3, Lead Nugget
survivalist:nugget:4, Silver Nugget
survivalist:nugget:5, Aluminum Nugget
survivalist:rock:0, Rock
survivalist:rock:1, Andesite Rock
survivalist:rock:2, Diorite Rock
survivalist:rock:3, Granite Rock
survivalist:rock_ore:0, Iron Ore Rock
survivalist:rock_ore:1, Gold Ore Rock
survivalist:rock_ore:2, Copper Ore Rock
survivalist:rock_ore:3, Tin Ore Rock
survivalist:rock_ore:4, Lead Ore Rock
survivalist:rock_ore:5, Silver Ore Rock
survivalist:rock_ore:6, Aluminum Ore Rock
survivalist:dough, Bread Dough
survivalist:round_bread, Round Bread
survivalist:hatchet, Crude Hatchet
survivalist:pick, Crude Pick
survivalist:spade, Crude Spade
survivalist:plant_fibres, Plant Fibers
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Infused Lava Crystal Pipe Piece
plustic:pipe_piece:0, Lava Infused Obsidian Pipe Piece
plustic:pipe_piece:0, Compressed Obsidian Pipe Piece
plustic:pipe_piece:0, Guardian Pipe Piece
plustic:pipe_piece:0, Super Star Pipe Piece
plustic:pipe_piece:0, Ender Dragon Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Mithril Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Tin Pipe Piece
plustic:pipe_piece:0, Brass Pipe Piece
plustic:pipe_piece:0, Aluminum Pipe Piece
plustic:pipe_piece:0, Zinc Pipe Piece
plustic:pipe_piece:0, Refined Obsidian Pipe Piece
plustic:pipe_piece:0, Refined Glowstone Pipe Piece
plustic:pipe_piece:0, Osmium Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Gaia Spirit Pipe Piece
plustic:pipe_piece:0, Yellorium Pipe Piece
plustic:pipe_piece:0, Cyanite Pipe Piece
plustic:pipe_piece:0, Blutonium Pipe Piece
plustic:pipe_piece:0, Ludicrite Pipe Piece
plustic:pipe_piece:0, Quartz Enriched Iron Pipe Piece
plustic:pipe_piece:0, Draconium Pipe Piece
plustic:pipe_piece:0, Wyvern Draconium Pipe Piece
plustic:pipe_piece:0, Awakened Draconium Pipe Piece
plustic:pipe_piece:0, Chaotic Draconium Pipe Piece
plustic:pipe_piece:0, Psimetal Pipe Piece
plustic:pipe_piece:0, Psigem Pipe Piece
plustic:pipe_piece:0, Ivory Psimetal Pipe Piece
plustic:pipe_piece:0, Ebony Psimetal Pipe Piece
plustic:pipe_piece:0, Dark Matter Pipe Piece
plustic:pipe_piece:0, Red Matter Pipe Piece
plustic:pipe_piece:0, Fluxed Electrum Pipe Piece
plustic:pipe_piece:0, Refined Iron Pipe Piece
plustic:pipe_piece:0, Tungsten Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Chrome Pipe Piece
plustic:pipe_piece:0, Advanced Alloy Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Yellow Garnet Pipe Piece
plustic:pipe_piece:0, Red Garnet Pipe Piece
plustic:pipe_piece:0, Rubber Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Prosperity Shard Pipe Piece
plustic:pipe_piece:0, Soulium Pipe Piece
plustic:pipe_piece:0, Base Essence Pipe Piece
plustic:pipe_piece:0, Inferium Pipe Piece
plustic:pipe_piece:0, Prudentium Pipe Piece
plustic:pipe_piece:0, Intermedium Pipe Piece
plustic:pipe_piece:0, Superium Pipe Piece
plustic:pipe_piece:0, Supremium Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Osmiridium Pipe Piece
plustic:pipe_piece:0, Guardian Scale Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Black Quartz Pipe Piece
plustic:pipe_piece:0, Void Pipe Piece
plustic:pipe_piece:0, Enori Pipe Piece
plustic:pipe_piece:0, Palis Pipe Piece
plustic:pipe_piece:0, Restonia Pipe Piece
plustic:pipe_piece:0, Emeradic Pipe Piece
plustic:pipe_piece:0, Diamatine Pipe Piece
plustic:pipe_piece:0, Infinity Pipe Piece
plustic:pipe_piece:0, Desh Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Mica Pipe Piece
plustic:pipe_piece:0, Litherite Pipe Piece
plustic:pipe_piece:0, Erodium Pipe Piece
plustic:pipe_piece:0, Kyronite Pipe Piece
plustic:pipe_piece:0, Pladium Pipe Piece
plustic:pipe_piece:0, Ionite Pipe Piece
plustic:pipe_piece:0, Aethium Pipe Piece
plustic:pipe_piece:0, Starmetal Pipe Piece
plustic:pipe_piece:0, Boron Pipe Piece
plustic:pipe_piece:0, Tough Alloy Pipe Piece
plustic:pipe_piece:0, Hard Carbon Pipe Piece
plustic:pipe_piece:0, Boron Nitride Pipe Piece
plustic:pipe_piece:0, Thorium Pipe Piece
plustic:pipe_piece:0, Uranium Pipe Piece
plustic:pipe_piece:0, Magnesium Pipe Piece
plustic:pipe_piece:0, Chocolate Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Wyvern Pipe Piece
plustic:pipe_piece:0, Awakened Pipe Piece
plustic:pipe_piece:0, Chaotic Pipe Piece
plustic:pipe_piece:0, Bloodwood Pipe Piece
plustic:pipe_piece:0, Fusewood Pipe Piece
plustic:pipe_piece:0, Ghostwood Pipe Piece
plustic:pipe_piece:0, Darkwood Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Palis Laser Medium
plustic:laser_medium:0, Emeradic Laser Medium
plustic:laser_medium:0, Diamatine Laser Medium
plustic:laser_medium:0, Infinity Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:laser_medium:0, Starmetal Laser Medium
plustic:laser_medium:0, Chaotic Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Enori Battery Cell
plustic:battery_cell:0, Restonia Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
pneumaticcraft:gps_tool, GPS Tool
pneumaticcraft:gps_area_tool, GPS Area Tool
pneumaticcraft:ingot_iron_compressed, Compressed Iron Ingot
pneumaticcraft:pressure_gauge, Pressure Gauge
pneumaticcraft:stone_base, Stone Base
pneumaticcraft:cannon_barrel, Cannon Barrel
pneumaticcraft:turbine_blade, Turbine Blade
pneumaticcraft:plastic:0, Black Plastic
pneumaticcraft:plastic:1, Red Plastic
pneumaticcraft:plastic:2, Green Plastic
pneumaticcraft:plastic:3, Brown Plastic
pneumaticcraft:plastic:4, Blue Plastic
pneumaticcraft:plastic:5, Purple Plastic
pneumaticcraft:plastic:6, Cyan Plastic
pneumaticcraft:plastic:7, Light Gray Plastic
pneumaticcraft:plastic:8, Gray Plastic
pneumaticcraft:plastic:9, Pink Plastic
pneumaticcraft:plastic:10, Lime Plastic
pneumaticcraft:plastic:11, Yellow Plastic
pneumaticcraft:plastic:12, Light Blue Plastic
pneumaticcraft:plastic:13, Magenta Plastic
pneumaticcraft:plastic:14, Orange Plastic
pneumaticcraft:plastic:15, White Plastic
pneumaticcraft:air_canister, Air Canister
pneumaticcraft:reinforced_air_canister, Reinforced Air Canister
pneumaticcraft:vortex_cannon, Vortex Cannon
pneumaticcraft:pneumatic_cylinder, Pneumatic Cylinder
pneumaticcraft:pneumatic_helmet, Pneumatic Helmet
pneumaticcraft:pneumatic_chestplate, Pneumatic Chestplate
pneumaticcraft:pneumatic_leggings, Pneumatic Leggings
pneumaticcraft:pneumatic_boots, Pneumatic Boots
pneumaticcraft:manometer, Manometer
pneumaticcraft:turbine_rotor, Turbine Rotor
pneumaticcraft:assembly_program:0, Assembly Program: Drill
pneumaticcraft:assembly_program:1, Assembly Program: Laser
pneumaticcraft:assembly_program:2, Assembly Program: Drill & Laser
pneumaticcraft:empty_pcb:0, Empty PCB
pneumaticcraft:empty_pcb:100, Empty PCB
pneumaticcraft:unassembled_pcb, Unassembled PCB
pneumaticcraft:pcb_blueprint, PCB Blueprint
pneumaticcraft:transistor, Transistor
pneumaticcraft:capacitor, Capacitor
pneumaticcraft:printed_circuit_board, Printed Circuit Board
pneumaticcraft:failed_pcb, Failed PCB
pneumaticcraft:network_component:0, Diagnostic Subroutine
pneumaticcraft:network_component:1, Network API
pneumaticcraft:network_component:2, Network Data Storage
pneumaticcraft:network_component:3, Network IO Port
pneumaticcraft:network_component:4, Network Registry
pneumaticcraft:network_component:5, Network Node
pneumaticcraft:stop_worm, STOP! Worm
pneumaticcraft:nuke_virus, Nuke Virus
pneumaticcraft:compressed_iron_gear, Compressed Iron Gear
pneumaticcraft:pneumatic_wrench, Pneumatic Wrench
pneumaticcraft:drone, Drone
pneumaticcraft:programming_puzzle:1, Red Programming Puzzle
pneumaticcraft:programming_puzzle:2, Green Programming Puzzle
pneumaticcraft:programming_puzzle:3, Brown Programming Puzzle
pneumaticcraft:programming_puzzle:4, Blue Programming Puzzle
pneumaticcraft:programming_puzzle:5, Purple Programming Puzzle
pneumaticcraft:programming_puzzle:6, Cyan Programming Puzzle
pneumaticcraft:programming_puzzle:8, Gray Programming Puzzle
pneumaticcraft:programming_puzzle:9, Pink Programming Puzzle
pneumaticcraft:programming_puzzle:10, Lime Programming Puzzle
pneumaticcraft:programming_puzzle:11, Yellow Programming Puzzle
pneumaticcraft:programming_puzzle:12, Light Blue Programming Puzzle
pneumaticcraft:programming_puzzle:14, Orange Programming Puzzle
pneumaticcraft:programming_puzzle:15, White Programming Puzzle
pneumaticcraft:advanced_pcb, Advanced PCB
pneumaticcraft:remote, Remote
pneumaticcraft:seismic_sensor, Seismic Sensor
pneumaticcraft:logistics_configurator, Logistics Configurator
pneumaticcraft:logistic_drone, Logistic Drone
pneumaticcraft:harvesting_drone, Harvesting Drone
pneumaticcraft:gun_ammo, Minigun Ammo
pneumaticcraft:gun_ammo_incendiary, Incendiary Minigun Ammo
pneumaticcraft:gun_ammo_weighted, Weighted Minigun Ammo
pneumaticcraft:gun_ammo_ap, Armor-Piercing Minigun Ammo
pneumaticcraft:gun_ammo_explosive, Explosive Minigun Ammo
pneumaticcraft:gun_ammo_freezing, Freezing Minigun Ammo
pneumaticcraft:amadron_tablet, Amadron Tablet
pneumaticcraft:minigun, Minigun
pneumaticcraft:camo_applicator, Camouflage Applicator
pneumaticcraft:micromissiles, Micromissiles
pneumaticcraft:volume_upgrade, Volume Upgrade
pneumaticcraft:dispenser_upgrade, Dispenser Upgrade
pneumaticcraft:item_life_upgrade, Item Life Upgrade
pneumaticcraft:entity_tracker_upgrade, Entity Tracker Upgrade
pneumaticcraft:block_tracker_upgrade, Block Tracker Upgrade
pneumaticcraft:speed_upgrade, Speed Upgrade
pneumaticcraft:search_upgrade, Item Search Upgrade
pneumaticcraft:coordinate_tracker_upgrade, Coordinate Tracker Upgrade
pneumaticcraft:range_upgrade, Range Upgrade
pneumaticcraft:security_upgrade, Security Upgrade
pneumaticcraft:magnet_upgrade, Magnet Upgrade
pneumaticcraft:charging_upgrade, Charging Upgrade
pneumaticcraft:armor_upgrade, Armor Upgrade
pneumaticcraft:jet_boots_upgrade, Jet Boots Upgrade
pneumaticcraft:night_vision_upgrade, Night Vision Upgrade
pneumaticcraft:scuba_upgrade, SCUBA Upgrade
pneumaticcraft:creative_upgrade, Creative Supply Upgrade
pneumaticcraft:pressure_tube, Pressure Tube
pneumaticcraft:advanced_pressure_tube, Advanced Pressure Tube
pneumaticcraft:air_compressor, Air Compressor
pneumaticcraft:advanced_air_compressor, Advanced Air Compressor
pneumaticcraft:air_cannon, Air Cannon
pneumaticcraft:pressure_chamber_wall, Pressure Chamber Wall
pneumaticcraft:pressure_chamber_glass, Pressure Chamber Glass
pneumaticcraft:pressure_chamber_valve, Pressure Chamber Valve
pneumaticcraft:charging_station, Charging Station
pneumaticcraft:elevator_base, Elevator Base
pneumaticcraft:elevator_frame, Elevator Frame
pneumaticcraft:pressure_chamber_interface, Pressure Chamber Interface
pneumaticcraft:vacuum_pump, Vacuum Pump
pneumaticcraft:pneumatic_door_base, Pneumatic Door Base
pneumaticcraft:pneumatic_door, Pneumatic Door
pneumaticcraft:assembly_io_unit, Assembly IO Unit
pneumaticcraft:assembly_platform, Assembly Platform
pneumaticcraft:assembly_drill, Assembly Drill
pneumaticcraft:assembly_laser, Assembly Laser
pneumaticcraft:assembly_controller, Assembly Controller
pneumaticcraft:compressed_iron_block, Block of Compressed Iron
pneumaticcraft:uv_light_box, UV Light Box
pneumaticcraft:security_station, Security Station
pneumaticcraft:universal_sensor, Universal Sensor
pneumaticcraft:aerial_interface, Aerial Interface
pneumaticcraft:electrostatic_compressor, Electrostatic Compressor
pneumaticcraft:aphorism_tile, Aphorism Tile
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, Refinery
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:fake_ice, tile.fake_ice.name
pneumaticcraft:thermal_compressor, Thermal Compressor
pneumaticcraft:drone_interface, Drone Interface
pneumaticcraft:electric_compressor, Electric Compressor
pneumaticcraft:pneumatic_generator, Pneumatic Generator
pneumaticcraft:safety_tube_module, Safety Tube Module
pneumaticcraft:pressure_gauge_module, Pressure Gauge Tube Module
pneumaticcraft:flow_detector_module, Flow Detector Tube Module
pneumaticcraft:air_grate_module, Air Grate Tube Module
pneumaticcraft:regulator_tube_module, Regulator Tube Module
pneumaticcraft:charging_module, Charging Module
pneumaticcraft:logistics_module, Logistics Module
pneumaticcraft:redstone_module, Redstone Screen Module
pneumaticcraft:logistic_frame_active_provider, Logistic Active Provider Frame
pneumaticcraft:logistic_frame_passive_provider, Logistic Passive Provider Frame
pneumaticcraft:logistic_frame_storage, Logistic Storage Frame
pneumaticcraft:logistic_frame_default_storage, Logistic Default Storage Frame
pneumaticcraft:logistic_frame_requester, Logistic Requester Frame
pneumaticcraft:heat_frame, Heat Frame
pneumaticcraft:spawner_agitator, Spawner Agitator
pneumaticcraft:crop_support, Crop Support
pneumaticcraft:transfer_gadget, Transfer Gadget
pneumaticcraft:fluid.plastic, Plastic
pneumaticcraft:fluid.kerosene, Kerosene
pneumaticcraft:fluid.etchacid, Etching Acid
pneumaticcraft:fluid.lubricant, Lubricant
pneumaticcraft:fluid.diesel, Diesel
pneumaticcraft:fluid.lpg, LPG
netherendingores:creative_tab, Creative Tab Block
netherendingores:block_end_endermite, End Stone Endermite Monster Egg
netherendingores:block_nether_netherfish, Netherrack Netherfish Monster Egg
netherendingores:ore_end_modded_1:0, End Aluminum Ore
netherendingores:ore_end_modded_1:1, End Copper Ore
netherendingores:ore_end_modded_1:2, End Iridium Ore
netherendingores:ore_end_modded_1:3, End Lead Ore
netherendingores:ore_end_modded_1:4, End Mithril Ore
netherendingores:ore_end_modded_1:5, End Nickel Ore
netherendingores:ore_end_modded_1:6, End Platinum Ore
netherendingores:ore_end_modded_1:7, End Silver Ore
netherendingores:ore_end_modded_1:8, End Tin Ore
netherendingores:ore_end_modded_1:9, End Certus Quartz Ore
netherendingores:ore_end_modded_1:10, End Charged Certus Quartz Ore
netherendingores:ore_end_modded_1:11, End Osmium Ore
netherendingores:ore_end_modded_1:12, End Uranium Ore
netherendingores:ore_end_modded_1:13, End Yellorite Ore
netherendingores:ore_end_modded_1:14, End Dilithium Ore
netherendingores:ore_end_modded_1:15, End Tritanium Ore
netherendingores:ore_end_modded_2:0, End Zinc Ore
netherendingores:ore_end_modded_2:1, End Ruby Ore
netherendingores:ore_end_modded_2:2, End Sapphire Ore
netherendingores:ore_end_modded_2:3, End Peridot Ore
netherendingores:ore_end_modded_2:4, End Electrotine Ore
netherendingores:ore_end_modded_2:5, End Ambrosium Ore
netherendingores:ore_end_modded_2:6, End Gravitite Ore
netherendingores:ore_end_modded_2:7, End Zanite Ore
netherendingores:ore_end_modded_2:8, End Arkenium Ore
netherendingores:ore_end_modded_2:9, End Icestone Ore
netherendingores:ore_end_vanilla:0, End Coal Ore
netherendingores:ore_end_vanilla:1, End Diamond Ore
netherendingores:ore_end_vanilla:2, End Emerald Ore
netherendingores:ore_end_vanilla:3, End Gold Ore
netherendingores:ore_end_vanilla:4, End Iron Ore
netherendingores:ore_end_vanilla:5, End Lapis Ore
netherendingores:ore_end_vanilla:6, End Redstone Ore
netherendingores:ore_nether_modded_1:0, Nether Aluminum Ore
netherendingores:ore_nether_modded_1:1, Nether Copper Ore
netherendingores:ore_nether_modded_1:2, Nether Iridium Ore
netherendingores:ore_nether_modded_1:3, Nether Lead Ore
netherendingores:ore_nether_modded_1:4, Nether Mithril Ore
netherendingores:ore_nether_modded_1:5, Nether Nickel Ore
netherendingores:ore_nether_modded_1:6, Nether Platinum Ore
netherendingores:ore_nether_modded_1:7, Nether Silver Ore
netherendingores:ore_nether_modded_1:8, Nether Tin Ore
netherendingores:ore_nether_modded_1:9, Nether Certus Quartz Ore
netherendingores:ore_nether_modded_1:10, Nether Charged Certus Quartz Ore
netherendingores:ore_nether_modded_1:11, Nether Osmium Ore
netherendingores:ore_nether_modded_1:12, Nether Uranium Ore
netherendingores:ore_nether_modded_1:13, Nether Yellorite Ore
netherendingores:ore_nether_modded_1:14, Nether Dilithium Ore
netherendingores:ore_nether_modded_1:15, Nether Tritanium Ore
netherendingores:ore_nether_modded_2:0, Nether Zinc Ore
netherendingores:ore_nether_modded_2:1, Nether Ruby Ore
netherendingores:ore_nether_modded_2:2, Nether Sapphire Ore
netherendingores:ore_nether_modded_2:3, Nether Peridot Ore
netherendingores:ore_nether_modded_2:4, Nether Electrotine Ore
netherendingores:ore_nether_modded_2:5, Nether Ambrosium Ore
netherendingores:ore_nether_modded_2:6, Nether Gravitite Ore
netherendingores:ore_nether_modded_2:7, Nether Zanite Ore
netherendingores:ore_nether_modded_2:8, Nether Arkenium Ore
netherendingores:ore_nether_modded_2:9, Nether Icestone Ore
netherendingores:ore_nether_vanilla:0, Nether Coal Ore
netherendingores:ore_nether_vanilla:1, Nether Diamond Ore
netherendingores:ore_nether_vanilla:2, Nether Emerald Ore
netherendingores:ore_nether_vanilla:3, Nether Gold Ore
netherendingores:ore_nether_vanilla:4, Nether Iron Ore
netherendingores:ore_nether_vanilla:5, Nether Lapis Ore
netherendingores:ore_nether_vanilla:6, Nether Redstone Ore
netherendingores:ore_other_1:0, Overworld Quartz Ore
netherendingores:ore_other_1:1, End Quartz Ore
netherendingores:ore_other_1:2, Overworld Ardite Ore
netherendingores:ore_other_1:3, End Ardite Ore
netherendingores:ore_other_1:4, Overworld Cobalt Ore
netherendingores:ore_other_1:5, End Cobalt Ore
netherendingores:ore_other_1:6, Overworld Ambrosium Ore
netherendingores:ore_other_1:7, Overworld Gravitite Ore
netherendingores:ore_other_1:8, Overworld Zanite Ore
netherendingores:ore_other_1:9, Overworld Arkenium Ore
netherendingores:ore_other_1:10, Overworld Icestone Ore
netherex:gloomy_netherbrick, Gloomy Nether Brick
netherex:lively_netherbrick, Lively Nether Brick
netherex:fiery_netherbrick, Fiery Nether Brick
netherex:icy_netherbrick, Icy Nether Brick
netherex:wither_bone, Wither Bone
netherex:wither_dust, Wither Dust
netherex:frost_rod, Frost Rod
netherex:frost_powder, Frost Powder
netherex:blazed_wither_bone, Blazed Wither Bone
netherex:frosted_wither_bone, Frosted Wither Bone
netherex:orange_salamander_hide, Orange Salamander Hide
netherex:black_salamander_hide, Black Salamander Hide
netherex:amethyst_crystal, Nether Amethyst Crystal
netherex:rime_crystal, Nether Rime Crystal
netherex:rime_and_steel, Rime and Steel
netherex:spore, Spore
netherex:coolmar_spider_fang, Frost Fang
netherex:ghast_queen_tear, Ghast Queen Tears
netherex:obsidian_boat, Obsidian Boat
netherex:ghast_meat_raw, Raw Ghast Meat
netherex:ghast_meat_cooked, Cooked Ghast Meat
netherex:congealed_magma_cream, Congealed Magma Cream
netherex:enoki_mushroom, Enoki Mushroom
netherex:dull_mirror, Dull Mirror
netherex:withered_amedian_sword, Withered Amedian Sword
netherex:withered_amedian_pickaxe, Withered Amedian Pickaxe
netherex:withered_amedian_shovel, Withered Amedian Shovel
netherex:withered_amedian_axe, Withered Amedian Axe
netherex:withered_amedian_hoe, Withered Amedian Hoe
netherex:withered_amedian_hammer, Withered Amedian Hammer
netherex:blazed_amedian_sword, Blazed Amedian Sword
netherex:blazed_amedian_pickaxe, Blazed Amedian Pickaxe
netherex:blazed_amedian_shovel, Blazed Amedian Shovel
netherex:blazed_amedian_axe, Blazed Amedian Axe
netherex:blazed_amedian_hoe, Blazed Amedian Hoe
netherex:blazed_amedian_hammer, Blazed Amedian Hammer
netherex:frosted_amedian_sword, Frosted Amedian Sword
netherex:frosted_amedian_pickaxe, Frosted Amedian Pickaxe
netherex:frosted_amedian_shovel, Frosted Amedian Shovel
netherex:frosted_amedian_axe, Frosted Amedian Axe
netherex:frosted_amedian_hoe, Frosted Amedian Hoe
netherex:frosted_amedian_hammer, Frosted Amedian Hammer
netherex:wither_bone_helmet, Wither Bone Helmet
netherex:wither_bone_chestplate, Wither Bone Chestplate
netherex:wither_bone_leggings, Wither Bone Leggings
netherex:wither_bone_boots, Wither Bone Boots
netherex:orange_salamander_hide_helmet, Orange Salamander Hide Helmet
netherex:orange_salamander_hide_chestplate, Orange Salamander Hide Chestplate
netherex:orange_salamander_hide_leggings, Orange Salamander Hide Leggings
netherex:orange_salamander_hide_boots, Orange Salamander Hide Boots
netherex:black_salamander_hide_helmet, Black Salamander Hide Helmet
netherex:black_salamander_hide_chestplate, Black Salamander Hide Chestplate
netherex:black_salamander_hide_leggings, Black Salamander Hide Leggings
netherex:black_salamander_hide_boots, Black Salamander Hide Boots
netherex:gloomy_netherrack, Gloomy Netherrack
netherex:lively_netherrack, Lively Netherrack
netherex:fiery_netherrack, Fiery Netherrack
netherex:icy_netherrack, Icy Netherrack
netherex:netherrack_path, Trodden Netherrack
netherex:gloomy_netherrack_path, Gloomy Trodden Netherrack
netherex:lively_netherrack_path, Lively Trodden Netherrack
netherex:fiery_netherrack_path, Fiery Trodden Netherrack
netherex:icy_netherrack_path, Icy Trodden Netherrack
netherex:gloomy_nether_brick, Gloomy Nether Bricks
netherex:lively_nether_brick, Lively Nether Bricks
netherex:fiery_nether_brick, Fiery Nether Bricks
netherex:icy_nether_brick, Icy Nether Bricks
netherex:basalt, Basalt
netherex:smooth_basalt, Smooth Basalt
netherex:basalt_brick, Basalt Bricks
netherex:basalt_pillar, Basalt Pillar
netherex:hyphae, Hyphae
netherex:frostburn_ice, Frostburn Ice
netherex:soul_glass, Soul Glass
netherex:soul_glass_pane, Soul Glass Pane
netherex:amethyst_block, Nether Amethyst Block
netherex:rime_block, Nether Rime Block
netherex:bone_sliver, Bone Sliver
netherex:bone_chunk, Bone Chunk
netherex:worn_iron, Worn Iron Block
netherex:urn_of_sorrow, Urn of Sorrow
netherex:quartz_ore, Nether Quartz Ore
netherex:amethyst_ore, Nether Amethyst Ore
netherex:rime_ore, Nether Rime Ore
